buy_inst_num,date,rank_reason,sell_inst_num,stock_name,stock_symbol
6581.24,2021-05-19,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,0.00,昀冢科技,688260
0.00,2021-05-18,"连续三个交易日内,涨幅偏离值累计达20%的证券",5712.12,湘财股份,600095
4600.67,2021-05-10,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,开滦股份,600997
10102.52,2021-05-10,"连续三个交易日内,涨幅偏离值累计达20%的证券",7911.12,焦作万方,000612
4865.52,2021-05-10,"连续三个交易日内,涨幅偏离值累计达20%的证券",5892.44,雪迪龙,002658
1582.95,2021-06-01,日换手率达20%的证券,2422.90,大中矿业,001203
0.00,2021-06-01,日跌幅偏离值达7%的证券,486.64,兴民智通,002355
55581.99,2021-06-11,"连续三个交易日内,涨幅偏离值累计达20%的证券",6926.70,光启技术,002625
2427.09,2021-06-11,日涨幅偏离值达7%的证券,3642.31,航锦科技,000818
478.93,2021-07-06,有价格涨跌幅限制的日换手率达到30%的证券,0.00,工大高科,688367
4788.65,2021-07-05,日跌幅偏离值达7%的证券,15504.98,喜临门,603008
936.62,2021-07-13,有价格涨跌幅限制的日换手率达到30%的证券,1608.23,建工修复,300958
0.00,2021-07-13,有价格涨跌幅限制的日换手率达到30%的证券,407.30,晶雪节能,301010
1928.52,2021-07-29,有价格涨跌幅限制的日换手率达到30%的证券,0.00,英诺激光,301021
0.00,2021-07-29,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,4682.26,南大光电,300346
0.00,2021-08-04,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,1447.10,南亚新材,688519
0.00,2021-08-04,"连续三个交易日内,跌幅偏离值累计达20%的证券",7699.21,咸亨国际,605056
42652.18,2021-08-13,日跌幅偏离值达7%的证券,117707.00,兆易创新,603986
0.00,2021-08-13,无价格涨跌幅限制的证券,605.69,天禄科技,301045
9158.21,2021-09-14,日振幅值达15%的证券,15959.55,星期六,002291
9792.08,2021-09-07,日换手率达20%的证券,0.00,圣泉集团,605589
3574.27,2021-10-18,日跌幅偏离值达7%的证券,3564.46,养元饮品,603156
12183.50,2021-10-18,"连续三个交易日内,涨幅偏离值累计达20%的证券",4255.95,驰宏锌锗,600497
2244.40,2021-08-26,有价格涨跌幅限制的日换手率达到30%的证券,2981.48,翔丰华,300890
958.47,2021-08-26,有价格涨跌幅限制的日换手率达到30%的证券,796.50,国安达,300902
3772.94,2021-09-01,日跌幅偏离值达7%的证券,4130.40,天山铝业,002532
1679.92,2021-09-01,日涨幅偏离值达7%的证券,5.15,天山股份,000877
23866.98,2021-09-23,"连续三个交易日内,涨幅偏离值累计达20%的证券",14150.93,韵达股份,002120
1518.70,2021-09-23,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,1144.94,智明达,688636
1637.71,2021-09-23,有价格涨跌幅限制的日换手率达到30%的证券,3580.26,上海艾录,301062
2179.14,2021-09-28,日涨幅偏离值达7%的证券,0.00,京能电力,600578
1088.55,2021-09-27,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,康隆达,603665
10993.38,2021-10-11,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,2061.50,力量钻石,301071
2241.23,2021-10-11,日振幅值达15%的证券,9394.22,健盛集团,603558
65030.30,2021-07-22,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,0.00,中微公司,688012
17082.11,2021-07-22,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,10935.60,芯海科技,688595
1016.35,2021-08-19,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,1047.99,安达维尔,300719
7152.42,2021-08-19,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,长城证券,002939
2100.96,2021-08-19,日涨幅偏离值达7%的证券,0.00,聚合顺,605166
1810.36,2021-06-22,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,1883.82,长方集团,300301
1388.44,2021-06-22,日涨幅偏离值达7%的证券,941.98,广汇汽车,600297
0.00,2021-04-08,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,356.70,宝丽迪,300905
147.82,2021-04-08,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,中农联合,003042
0.00,2021-02-02,"连续三个交易日内,跌幅偏离值累计达20%的证券",4506.27,嘉泽新能,601619
0.00,2021-02-02,日跌幅偏离值达7%的证券,1.29,绿庭B股,900919
966.79,2021-02-02,日振幅值达15%的证券,0.00,香飘飘,603711
2831.37,2021-02-26,日跌幅偏离值达7%的证券,8575.30,锦江酒店,600754
817.72,2021-02-25,日跌幅偏离值达7%的证券,3524.08,美亚光电,002690
0.00,2021-02-18,日涨幅偏离值达7%的证券,7738.15,华侨城A,000069
1772.76,2021-02-18,日跌幅偏离值达7%的证券,0.00,双林生物,000403
2144.06,2021-03-23,日跌幅偏离值达7%的证券,3597.57,深物业A,000011
627.17,2021-03-23,连续3个交易日内收盘价格涨幅较基准指数偏离值累计达到30%的证券,1220.83,天喻信息,300205
0.00,2021-01-06,日换手率达20%的证券,232.97,彩虹集团,003023
0.00,2021-01-20,日振幅值达15%的证券,979.92,金徽酒,603919
14118.90,2021-01-20,无价格涨跌幅限制的证券,0.00,盈建科,300935
696.79,2021-01-19,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.00,深华发A,000020
962.77,2021-04-23,有价格涨跌幅限制的日收盘价格跌幅达到-15%的证券,164.86,品渥食品,300892
1069.61,2021-04-22,有价格涨跌幅限制的日收盘价格跌幅达到-15%的证券,1346.64,普丽盛,300442
3483.88,2021-04-22,"连续三个交易日内,跌幅偏离值累计达20%的证券",1973.09,高乐股份,002348
0.00,2021-03-09,日跌幅偏离值达7%的证券,1424.80,美好置业,000667
127.47,2021-03-08,"连续三个交易日内,涨幅偏离值累计达20%的证券",387.74,思美传媒,002712
992.00,2021-05-18,"连续三个交易日内,跌幅偏离值累计达20%的证券",735.57,王子新材,002735
1880.00,2021-05-18,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,576.83,吉艾科技,300309
2673.07,2021-05-07,日跌幅偏离值达7%的证券,7250.57,百联股份,600827
347.97,2021-06-01,无价格涨跌幅限制的证券,0.00,江苏博云,301003
853.46,2021-05-31,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,0.00,凯伦股份,300715
8101.63,2021-06-11,"连续三个交易日内,跌幅偏离值累计达20%的证券",10275.75,联络互动,002280
19077.22,2021-06-11,有价格涨跌幅限制的日收盘价格涨幅达到15%的证券,17862.28,润和软件,300339
1567.50,2021-06-11,有价格涨跌幅限制的日换手率达到30%的证券,1323.70,品茗股份,688109
723.20,2021-07-05,日涨幅偏离值达7%的证券,0.00,云维股份,600725
