Stkcd	Trddt	Clsprc
300899	2022-01-26	28.280
300900	2022-01-25	30.440
300900	2022-01-26	30.150
300901	2022-01-25	11.670
300901	2022-01-26	11.650
300902	2022-01-25	47.080
300902	2022-01-26	48.110
300903	2022-01-25	23.070
300903	2022-01-26	23.900
300905	2022-01-25	22.690
300905	2022-01-26	22.910
300906	2022-01-25	29.500
300906	2022-01-26	29.900
300907	2022-01-25	25.380
300907	2022-01-26	25.390
300908	2022-01-25	46.590
300908	2022-01-26	47.010
300909	2022-01-25	45.570
300909	2022-01-26	48.320
300910	2022-01-25	76.690
300910	2022-01-26	75.730
300911	2022-01-25	75.300
300911	2022-01-26	75.230
300912	2022-01-25	20.700
300912	2022-01-26	21.000
300913	2022-01-25	25.030
300913	2022-01-26	25.160
300915	2022-01-25	50.010
300915	2022-01-26	49.580
300916	2022-01-25	62.670
300916	2022-01-26	60.000
300917	2022-01-25	27.280
300917	2022-01-26	26.900
300918	2022-01-25	9.870
300918	2022-01-26	10.270
300919	2022-01-25	135.900
300919	2022-01-26	136.800
300920	2022-01-25	30.170
300920	2022-01-26	30.070
300921	2022-01-25	23.470
300921	2022-01-26	22.050
300922	2022-01-25	35.850
300922	2022-01-26	33.980
300923	2022-01-25	28.730
300923	2022-01-26	29.960
300925	2022-01-25	26.080
300925	2022-01-26	25.290
300926	2022-01-25	21.000
300926	2022-01-26	21.160
300927	2022-01-25	28.340
300927	2022-01-26	29.100
300928	2022-01-25	62.400
300928	2022-01-26	62.630
300929	2022-01-25	22.880
300929	2022-01-26	22.980
300930	2022-01-25	29.650
300930	2022-01-26	29.380
300931	2022-01-25	9.690
300931	2022-01-26	9.850
300932	2022-01-25	31.120
300932	2022-01-26	31.720
300933	2022-01-25	10.800
300933	2022-01-26	10.820
300935	2022-01-25	49.790
300935	2022-01-26	50.310
300936	2022-01-25	35.460
300936	2022-01-26	36.180
300937	2022-01-25	37.880
300937	2022-01-26	37.900
300938	2022-01-25	42.600
300938	2022-01-26	42.110
300939	2022-01-25	46.840
300939	2022-01-26	47.340
300940	2022-01-25	32.810
300940	2022-01-26	32.120
300941	2022-01-25	44.800
300941	2022-01-26	42.410
300942	2022-01-25	28.510
300942	2022-01-26	28.210
300943	2022-01-25	30.830
300943	2022-01-26	33.450
300945	2022-01-25	18.790
300945	2022-01-26	17.550
300946	2022-01-25	60.570
300946	2022-01-26	60.720
300947	2022-01-25	29.560
300947	2022-01-26	30.020
300948	2022-01-25	20.100
300948	2022-01-26	20.220
300949	2022-01-25	54.180
300949	2022-01-26	54.800
300950	2022-01-25	32.800
300950	2022-01-26	33.480
300951	2022-01-25	77.930
300951	2022-01-26	78.500
300952	2022-01-25	21.390
300952	2022-01-26	21.500
300953	2022-01-25	129.520
300953	2022-01-26	129.270
300955	2022-01-25	32.500
300955	2022-01-26	32.840
300956	2022-01-25	19.290
300956	2022-01-26	19.550
300957	2022-01-25	161.070
300957	2022-01-26	162.460
300958	2022-01-25	23.760
300958	2022-01-26	23.870
300959	2022-01-25	44.520
300959	2022-01-26	44.820
300960	2022-01-25	23.480
300960	2022-01-26	22.920
300961	2022-01-25	18.120
300961	2022-01-26	18.470
300962	2022-01-25	18.970
300962	2022-01-26	18.520
300963	2022-01-25	21.550
300963	2022-01-26	21.670
300964	2022-01-25	37.750
300964	2022-01-26	37.950
300965	2022-01-25	63.350
300965	2022-01-26	61.950
300966	2022-01-25	34.510
300966	2022-01-26	34.160
300967	2022-01-25	20.180
300967	2022-01-26	20.130
300968	2022-01-25	11.650
300968	2022-01-26	11.700
300969	2022-01-25	96.880
300969	2022-01-26	97.060
300970	2022-01-25	22.800
300970	2022-01-26	23.040
300971	2022-01-25	33.150
300971	2022-01-26	33.680
300972	2022-01-25	13.640
300972	2022-01-26	13.830
300973	2022-01-25	123.680
300973	2022-01-26	122.760
300975	2022-01-25	15.780
300975	2022-01-26	16.010
300976	2022-01-25	74.560
300976	2022-01-26	74.470
300977	2022-01-25	49.300
300977	2022-01-26	50.650
300978	2022-01-25	15.950
300978	2022-01-26	16.150
300979	2022-01-25	81.600
300979	2022-01-26	82.030
300980	2022-01-25	37.310
300980	2022-01-26	37.430
300981	2022-01-25	77.810
300981	2022-01-26	77.660
300982	2022-01-25	61.880
300982	2022-01-26	62.850
300983	2022-01-25	76.350
300983	2022-01-26	76.800
300984	2022-01-25	65.800
300984	2022-01-26	65.490
300985	2022-01-25	35.490
300985	2022-01-26	37.220
300986	2022-01-25	54.150
300986	2022-01-26	56.480
300987	2022-01-25	29.590
300987	2022-01-26	28.980
300988	2022-01-25	32.310
300988	2022-01-26	32.630
300989	2022-01-25	41.060
300989	2022-01-26	41.500
300990	2022-01-25	100.550
300990	2022-01-26	104.750
300991	2022-01-25	29.360
300991	2022-01-26	29.630
300992	2022-01-25	22.300
300992	2022-01-26	22.430
300993	2022-01-25	27.540
300993	2022-01-26	27.600
300994	2022-01-25	36.920
300994	2022-01-26	38.250
300995	2022-01-25	25.060
300995	2022-01-26	25.090
300996	2022-01-25	41.480
300996	2022-01-26	42.990
300997	2022-01-25	15.220
300997	2022-01-26	15.330
300998	2022-01-25	28.610
300998	2022-01-26	29.070
300999	2022-01-25	58.420
300999	2022-01-26	59.100
301000	2022-01-25	58.970
301000	2022-01-26	59.570
301001	2022-01-25	29.180
301001	2022-01-26	29.100
301002	2022-01-25	44.430
301002	2022-01-26	44.530
301003	2022-01-25	52.350
301003	2022-01-26	52.960
301004	2022-01-25	19.710
301004	2022-01-26	19.870
301005	2022-01-25	46.930
301005	2022-01-26	46.840
301006	2022-01-25	27.130
301006	2022-01-26	28.130
301007	2022-01-25	17.780
301007	2022-01-26	17.990
301008	2022-01-25	38.060
301008	2022-01-26	38.330
301009	2022-01-25	16.720
301009	2022-01-26	16.870
301010	2022-01-25	20.000
301010	2022-01-26	20.130
301011	2022-01-25	49.820
301011	2022-01-26	49.020
301012	2022-01-25	46.810
301012	2022-01-26	49.860
301013	2022-01-25	22.210
301013	2022-01-26	22.360
301015	2022-01-25	24.690
301015	2022-01-26	24.720
301016	2022-01-25	24.160
301016	2022-01-26	24.290
301017	2022-01-25	20.020
301017	2022-01-26	20.130
301018	2022-01-25	23.020
301018	2022-01-26	23.260
301019	2022-01-25	37.800
301019	2022-01-26	38.270
301020	2022-01-25	26.790
301020	2022-01-26	27.620
301021	2022-01-25	35.720
301021	2022-01-26	35.780
301022	2022-01-25	39.240
301022	2022-01-26	40.040
301023	2022-01-25	69.010
301023	2022-01-26	69.010
301024	2022-01-25	44.740
301024	2022-01-26	46.020
301025	2022-01-25	22.050
301025	2022-01-26	20.490
301026	2022-01-25	54.610
301026	2022-01-26	54.580
301027	2022-01-25	16.850
301027	2022-01-26	17.850
301028	2022-01-25	12.510
301028	2022-01-26	12.680
301029	2022-01-25	79.620
301029	2022-01-26	82.850
301030	2022-01-25	26.980
301030	2022-01-26	27.180
301031	2022-01-25	139.400
301031	2022-01-26	143.880
301032	2022-01-25	10.960
301032	2022-01-26	11.060
301033	2022-01-25	54.730
301033	2022-01-26	53.000
301035	2022-01-25	70.000
301035	2022-01-26	69.200
301036	2022-01-25	28.300
301036	2022-01-26	28.220
301037	2022-01-25	22.990
301037	2022-01-26	23.230
301038	2022-01-25	19.140
301038	2022-01-26	19.500
301039	2022-01-25	10.910
301039	2022-01-26	10.830
301040	2022-01-25	34.480
301040	2022-01-26	36.980
301041	2022-01-25	25.150
301041	2022-01-26	25.560
301042	2022-01-25	40.790
301042	2022-01-26	41.200
301043	2022-01-25	30.570
301043	2022-01-26	30.940
301045	2022-01-25	27.410
301045	2022-01-26	27.750
301046	2022-01-25	40.180
301046	2022-01-26	41.300
301047	2022-01-25	317.950
301047	2022-01-26	318.600
301048	2022-01-25	12.510
301048	2022-01-26	12.550
301049	2022-01-25	26.370
301049	2022-01-26	26.510
301050	2022-01-25	197.600
301050	2022-01-26	198.710
301051	2022-01-25	112.100
301051	2022-01-26	110.100
301052	2022-01-25	39.270
301052	2022-01-26	37.070
301053	2022-01-25	28.470
301053	2022-01-26	28.320
301055	2022-01-25	20.940
301055	2022-01-26	21.030
301056	2022-01-25	10.130
301056	2022-01-26	10.270
301057	2022-01-25	18.650
301057	2022-01-26	18.840
301058	2022-01-25	18.070
301058	2022-01-26	17.900
301059	2022-01-25	18.280
301059	2022-01-26	18.600
301060	2022-01-25	28.610
301060	2022-01-26	27.940
301061	2022-01-25	66.700
301061	2022-01-26	67.260
301062	2022-01-25	14.860
301062	2022-01-26	15.050
301063	2022-01-25	33.470
301063	2022-01-26	35.370
301065	2022-01-25	45.790
301065	2022-01-26	46.570
301066	2022-01-25	24.310
301066	2022-01-26	25.010
301067	2022-01-25	44.380
301067	2022-01-26	44.650
301068	2022-01-25	36.900
301068	2022-01-26	34.490
301069	2022-01-25	40.560
301069	2022-01-26	40.300
301070	2022-01-25	31.940
301070	2022-01-26	32.450
301071	2022-01-25	227.500
301071	2022-01-26	226.790
301072	2022-01-25	30.630
301072	2022-01-26	30.740
301073	2022-01-25	47.500
301073	2022-01-26	48.660
301075	2022-01-25	32.900
301075	2022-01-26	32.900
301076	2022-01-25	34.450
301076	2022-01-26	34.200
301077	2022-01-25	53.080
301077	2022-01-26	53.630
301078	2022-01-25	19.720
301078	2022-01-26	20.140
301079	2022-01-25	29.990
301079	2022-01-26	30.570
301080	2022-01-25	158.920
301080	2022-01-26	165.380
301081	2022-01-25	17.900
301081	2022-01-26	18.160
301082	2022-01-25	21.520
301082	2022-01-26	21.770
301083	2022-01-25	15.460
301083	2022-01-26	15.790
301085	2022-01-25	36.930
301085	2022-01-26	38.450
301086	2022-01-25	75.760
301086	2022-01-26	76.070
301087	2022-01-25	71.590
301087	2022-01-26	71.510
301088	2022-01-25	22.850
301088	2022-01-26	23.080
301089	2022-01-25	100.140
301089	2022-01-26	99.690
301090	2022-01-25	11.840
301090	2022-01-26	11.700
301091	2022-01-25	31.010
301091	2022-01-26	31.550
301092	2022-01-25	32.630
301092	2022-01-26	32.600
301093	2022-01-25	46.500
301093	2022-01-26	46.560
301096	2022-01-25	74.380
301096	2022-01-26	75.740
301098	2022-01-25	24.020
301098	2022-01-26	24.730
301099	2022-01-25	72.320
301099	2022-01-26	72.080
301100	2022-01-25	28.760
301100	2022-01-26	28.980
301101	2022-01-25	57.500
301101	2022-01-26	54.400
301108	2022-01-25	54.480
301108	2022-01-26	55.030
301111	2022-01-25	32.410
301111	2022-01-26	32.610
301113	2022-01-25	36.880
301113	2022-01-26	37.270
301116	2022-01-25	22.880
301116	2022-01-26	22.300
301117	2022-01-25	61.160
301117	2022-01-26	64.660
301118	2022-01-25	49.030
301118	2022-01-26	51.650
301119	2022-01-25	33.580
301119	2022-01-26	33.790
301122	2022-01-26	72.460
301123	2022-01-25	49.330
301123	2022-01-26	38.530
301126	2022-01-25	17.840
301126	2022-01-26	17.890
301127	2022-01-25	14.190
301127	2022-01-26	14.460
301128	2022-01-25	38.940
301128	2022-01-26	39.110
301129	2022-01-25	71.500
301129	2022-01-26	70.300
301133	2022-01-25	29.570
301133	2022-01-26	30.130
301136	2022-01-25	20.330
301136	2022-01-26	21.420
301138	2022-01-25	43.620
301138	2022-01-26	44.600
301149	2022-01-25	17.160
301149	2022-01-26	17.120
301155	2022-01-25	110.290
301155	2022-01-26	121.000
301158	2022-01-25	22.050
301158	2022-01-26	21.180
301159	2022-01-25	45.540
301159	2022-01-26	43.370
301166	2022-01-25	72.200
301166	2022-01-26	72.600
301167	2022-01-25	29.520
301167	2022-01-26	35.420
301168	2022-01-25	44.280
301168	2022-01-26	46.380
301169	2022-01-25	59.500
301169	2022-01-26	52.840
301177	2022-01-25	102.140
301177	2022-01-26	103.500
301178	2022-01-25	63.310
301178	2022-01-26	61.800
301179	2022-01-25	48.090
301179	2022-01-26	48.340
301180	2022-01-25	26.510
301180	2022-01-26	26.890
301182	2022-01-25	32.930
301182	2022-01-26	31.360
301185	2022-01-25	23.290
301185	2022-01-26	23.420
301186	2022-01-25	40.580
301186	2022-01-26	38.420
301188	2022-01-25	20.390
301188	2022-01-26	20.490
301189	2022-01-25	48.250
301189	2022-01-26	47.810
301190	2022-01-25	28.000
301190	2022-01-26	27.730
301193	2022-01-25	28.030
301193	2022-01-26	28.490
301196	2022-01-25	49.080
301196	2022-01-26	49.330
301198	2022-01-25	30.310
301198	2022-01-26	30.540
301199	2022-01-25	29.630
301199	2022-01-26	29.790
301201	2022-01-25	89.300
301201	2022-01-26	80.010
301211	2022-01-25	27.890
301211	2022-01-26	27.330
301213	2022-01-25	64.510
301213	2022-01-26	65.120
301221	2022-01-25	97.190
301221	2022-01-26	99.210
600000	2022-01-25	8.560
600000	2022-01-26	8.570
600004	2022-01-25	13.520
600004	2022-01-26	13.420
600006	2022-01-25	6.180
600006	2022-01-26	6.180
600007	2022-01-25	13.760
600007	2022-01-26	13.870
600008	2022-01-25	3.160
600008	2022-01-26	3.180
600009	2022-01-25	52.000
600009	2022-01-26	50.820
600010	2022-01-25	2.410
600010	2022-01-26	2.430
600011	2022-01-25	7.850
600011	2022-01-26	8.080
600012	2022-01-25	7.040
600012	2022-01-26	7.130
600015	2022-01-25	5.630
600015	2022-01-26	5.680
600016	2022-01-25	3.900
600016	2022-01-26	3.910
600017	2022-01-25	2.710
600017	2022-01-26	2.760
600018	2022-01-25	5.690
600018	2022-01-26	5.830
600019	2022-01-25	7.230
600019	2022-01-26	7.270
600020	2022-01-25	3.130
600020	2022-01-26	3.190
600021	2022-01-25	12.120
600021	2022-01-26	12.780
600022	2022-01-25	1.700
600022	2022-01-26	1.720
600023	2022-01-25	3.600
600023	2022-01-26	3.600
600025	2022-01-25	6.030
600025	2022-01-26	6.060
600026	2022-01-25	4.910
600026	2022-01-26	5.000
600027	2022-01-25	4.300
600027	2022-01-26	4.350
600028	2022-01-25	4.190
600028	2022-01-26	4.250
600029	2022-01-25	7.230
600029	2022-01-26	7.180
600031	2022-01-25	21.810
600031	2022-01-26	21.970
600032	2022-01-25	12.400
600032	2022-01-26	12.620
600033	2022-01-25	2.740
600033	2022-01-26	2.760
600035	2022-01-25	2.990
600035	2022-01-26	3.030
600036	2022-01-25	50.900
600036	2022-01-26	51.000
600037	2022-01-25	7.850
600037	2022-01-26	7.850
600038	2022-01-25	55.700
600038	2022-01-26	56.530
600039	2022-01-25	10.680
600039	2022-01-26	10.810
600048	2022-01-25	15.540
600048	2022-01-26	15.550
600050	2022-01-25	3.820
600050	2022-01-26	3.810
600051	2022-01-25	7.040
600051	2022-01-26	7.290
600052	2022-01-25	4.680
600052	2022-01-26	4.740
600053	2022-01-25	17.720
600053	2022-01-26	19.490
600054	2022-01-25	10.270
600054	2022-01-26	9.990
600055	2022-01-25	20.600
600055	2022-01-26	22.660
600056	2022-01-25	10.880
600056	2022-01-26	10.960
600057	2022-01-25	8.070
600057	2022-01-26	8.030
600058	2022-01-25	8.850
600058	2022-01-26	9.060
600059	2022-01-25	10.580
600059	2022-01-26	10.590
600060	2022-01-25	13.770
600060	2022-01-26	14.040
600061	2022-01-25	7.540
600061	2022-01-26	7.670
600062	2022-01-25	12.070
600062	2022-01-26	12.120
600063	2022-01-25	5.410
600063	2022-01-26	5.370
600064	2022-01-25	9.390
600064	2022-01-26	9.420
600066	2022-01-25	10.270
600066	2022-01-26	10.380
600067	2022-01-25	3.510
600067	2022-01-26	3.550
600070	2022-01-25	6.450
600070	2022-01-26	6.500
600071	2022-01-25	42.580
600071	2022-01-26	41.980
600072	2022-01-25	14.960
600072	2022-01-26	15.520
600073	2022-01-25	7.670
600073	2022-01-26	7.610
600075	2022-01-25	7.040
600075	2022-01-26	7.140
600076	2022-01-25	3.440
600076	2022-01-26	3.450
600077	2022-01-25	2.810
600077	2022-01-26	2.910
600078	2022-01-25	6.600
600078	2022-01-26	6.270
600079	2022-01-25	20.570
600079	2022-01-26	20.030
600080	2022-01-25	7.300
600080	2022-01-26	7.350
600081	2022-01-25	11.910
600081	2022-01-26	12.010
600082	2022-01-25	2.840
600082	2022-01-26	2.890
600083	2022-01-25	5.780
600083	2022-01-26	6.070
600084	2022-01-25	3.950
600084	2022-01-26	4.120
600085	2022-01-25	44.650
600085	2022-01-26	43.760
600088	2022-01-25	9.980
600088	2022-01-26	10.010
600089	2022-01-25	18.890
600089	2022-01-26	19.300
600090	2022-01-25	1.080
600090	2022-01-26	1.070
600091	2022-01-25	1.810
600091	2022-01-26	1.720
600093	2022-01-25	2.220
600093	2022-01-26	2.130
600094	2022-01-25	3.610
600094	2022-01-26	3.610
600095	2022-01-25	8.800
600095	2022-01-26	8.900
600096	2022-01-25	17.610
600096	2022-01-26	17.890
600097	2022-01-25	10.380
600097	2022-01-26	10.580
600098	2022-01-25	7.200
600098	2022-01-26	7.230
600099	2022-01-25	7.700
600099	2022-01-26	7.810
600100	2022-01-25	5.490
600100	2022-01-26	5.660
600101	2022-01-25	6.700
600101	2022-01-26	6.870
600103	2022-01-25	2.550
600103	2022-01-26	2.620
600104	2022-01-25	19.060
600104	2022-01-26	19.140
600105	2022-01-25	4.340
600105	2022-01-26	4.300
600106	2022-01-25	4.350
600106	2022-01-26	4.530
600107	2022-01-25	5.370
600107	2022-01-26	5.440
600108	2022-01-25	3.110
600108	2022-01-26	3.130
600109	2022-01-25	10.380
600109	2022-01-26	10.580
600110	2022-01-25	13.450
600110	2022-01-26	13.710
600111	2022-01-25	40.310
600111	2022-01-26	40.470
600112	2022-01-25	2.670
600112	2022-01-26	2.540
600113	2022-01-25	6.290
600113	2022-01-26	6.420
600114	2022-01-25	10.120
600114	2022-01-26	9.970
600115	2022-01-25	5.740
600115	2022-01-26	5.720
600116	2022-01-25	11.540
600116	2022-01-26	11.490
600117	2022-01-25	3.820
600117	2022-01-26	3.900
600118	2022-01-25	24.880
600118	2022-01-26	24.970
600119	2022-01-25	7.230
600119	2022-01-26	7.310
600120	2022-01-25	3.920
600120	2022-01-26	3.990
600121	2022-01-25	4.410
600121	2022-01-26	4.320
600122	2022-01-25	1.560
600122	2022-01-26	1.600
600123	2022-01-25	9.920
600123	2022-01-26	10.100
600125	2022-01-25	5.190
600125	2022-01-26	5.400
600126	2022-01-25	5.330
600126	2022-01-26	5.330
600127	2022-01-25	7.810
600127	2022-01-26	7.840
600128	2022-01-25	7.130
600128	2022-01-26	7.590
600129	2022-01-25	20.650
600129	2022-01-26	20.550
600130	2022-01-25	3.570
600130	2022-01-26	3.640
600131	2022-01-25	20.320
600131	2022-01-26	21.250
600132	2022-01-25	134.500
600132	2022-01-26	138.400
600133	2022-01-25	5.120
600133	2022-01-26	5.170
600135	2022-01-25	7.210
600135	2022-01-26	7.190
600136	2022-01-25	6.380
600136	2022-01-26	6.320
600137	2022-01-25	13.800
600137	2022-01-26	13.800
600138	2022-01-25	11.250
600138	2022-01-26	11.020
600139	2022-01-25	2.300
600139	2022-01-26	2.340
600141	2022-01-25	31.170
600141	2022-01-26	31.740
600143	2022-01-25	11.640
600143	2022-01-26	11.720
600145	2022-01-25	1.050
600145	2022-01-26	1.100
600146	2022-01-25	2.850
600146	2022-01-26	2.710
600148	2022-01-25	14.510
600148	2022-01-26	14.990
600149	2022-01-25	5.330
600149	2022-01-26	5.310
600150	2022-01-25	21.100
600150	2022-01-26	21.150
600151	2022-01-25	11.420
600151	2022-01-26	11.660
600152	2022-01-25	6.340
600152	2022-01-26	6.300
600153	2022-01-25	9.350
600153	2022-01-26	9.390
600155	2022-01-25	9.280
600155	2022-01-26	9.350
600156	2022-01-25	3.810
600156	2022-01-26	3.890
600157	2022-01-25	1.650
600157	2022-01-26	1.680
600158	2022-01-25	11.510
600158	2022-01-26	11.620
600159	2022-01-25	2.920
600159	2022-01-26	2.990
600160	2022-01-25	12.120
600160	2022-01-26	13.330
600161	2022-01-25	27.510
600161	2022-01-26	27.580
600162	2022-01-25	2.080
600162	2022-01-26	2.130
600163	2022-01-25	7.290
600163	2022-01-26	7.440
600165	2022-01-25	10.880
600165	2022-01-26	11.080
600166	2022-01-25	3.310
600166	2022-01-26	3.350
600167	2022-01-25	8.290
600167	2022-01-26	8.290
600168	2022-01-25	6.440
600168	2022-01-26	6.490
600169	2022-01-25	2.560
600169	2022-01-26	2.590
600170	2022-01-25	3.300
600170	2022-01-26	3.360
600171	2022-01-25	21.910
600171	2022-01-26	21.840
600172	2022-01-25	7.700
600172	2022-01-26	7.630
600173	2022-01-25	5.880
600173	2022-01-26	5.840
600176	2022-01-25	16.430
600176	2022-01-26	16.630
600177	2022-01-25	6.740
600177	2022-01-26	6.780
600178	2022-01-25	7.200
600178	2022-01-26	7.230
600179	2022-01-25	3.770
600179	2022-01-26	3.770
600180	2022-01-25	6.500
600180	2022-01-26	6.900
600182	2022-01-25	13.510
600182	2022-01-26	13.440
600183	2022-01-25	21.160
600183	2022-01-26	20.560
600184	2022-01-25	13.360
600184	2022-01-26	13.560
600185	2022-01-25	6.100
600185	2022-01-26	6.070
600186	2022-01-25	2.650
600186	2022-01-26	2.660
600187	2022-01-25	2.330
600187	2022-01-26	2.350
600188	2022-01-25	24.310
600188	2022-01-26	24.160
600189	2022-01-25	7.390
600189	2022-01-26	7.400
600190	2022-01-25	2.700
600190	2022-01-26	2.720
600191	2022-01-25	3.320
600191	2022-01-26	3.150
600192	2022-01-25	4.960
600192	2022-01-26	5.080
600193	2022-01-25	5.920
600193	2022-01-26	5.890
600195	2022-01-25	12.360
600195	2022-01-26	12.160
600196	2022-01-25	45.000
600196	2022-01-26	43.950
600197	2022-01-25	23.240
600197	2022-01-26	23.340
600198	2022-01-25	8.500
600198	2022-01-26	8.600
600199	2022-01-25	13.960
600199	2022-01-26	13.970
600200	2022-01-25	6.800
600200	2022-01-26	6.790
600201	2022-01-25	14.190
600201	2022-01-26	14.220
600202	2022-01-25	4.820
600202	2022-01-26	4.880
600203	2022-01-25	8.720
600203	2022-01-26	8.800
600206	2022-01-25	14.100
600206	2022-01-26	14.640
600207	2022-01-25	5.960
600207	2022-01-26	6.040
600208	2022-01-25	3.030
600208	2022-01-26	3.000
600209	2022-01-25	5.780
600209	2022-01-26	5.950
600210	2022-01-25	7.370
600210	2022-01-26	7.240
600211	2022-01-25	41.480
600211	2022-01-26	41.850
600212	2022-01-25	4.000
600212	2022-01-26	4.020
600213	2022-01-25	7.140
600213	2022-01-26	7.190
600215	2022-01-25	7.830
600215	2022-01-26	8.000
600216	2022-01-25	14.810
600216	2022-01-26	14.880
600217	2022-01-25	5.740
600217	2022-01-26	5.800
600218	2022-01-25	11.570
600218	2022-01-26	11.850
600219	2022-01-25	4.490
600219	2022-01-26	4.550
600220	2022-01-25	2.430
600220	2022-01-26	2.470
600221	2022-01-25	1.850
600221	2022-01-26	1.860
600222	2022-01-25	7.030
600222	2022-01-26	6.850
600223	2022-01-25	11.390
600223	2022-01-26	11.300
600225	2022-01-25	3.070
600225	2022-01-26	3.050
600226	2022-01-25	2.210
600226	2022-01-26	2.250
600227	2022-01-25	3.270
600227	2022-01-26	3.300
600228	2022-01-25	6.510
600228	2022-01-26	6.700
600229	2022-01-25	6.620
600229	2022-01-26	6.780
600230	2022-01-25	14.620
600230	2022-01-26	16.080
600231	2022-01-25	2.510
600231	2022-01-26	2.600
600232	2022-01-25	5.130
600232	2022-01-26	5.200
600233	2022-01-25	15.760
600233	2022-01-26	16.270
600234	2022-01-25	9.000
600234	2022-01-26	9.210
600235	2022-01-25	5.500
600235	2022-01-26	5.550
600236	2022-01-25	5.590
600236	2022-01-26	5.620
600237	2022-01-25	8.100
600237	2022-01-26	8.090
600238	2022-01-25	16.130
600238	2022-01-26	16.170
600239	2022-01-25	2.330
600239	2022-01-26	2.440
600241	2022-01-25	8.060
600241	2022-01-26	8.460
600242	2022-01-25	2.430
600242	2022-01-26	2.430
600243	2022-01-25	3.980
600243	2022-01-26	4.070
600246	2022-01-25	9.680
600246	2022-01-26	9.870
600248	2022-01-25	4.890
600248	2022-01-26	5.030
600249	2022-01-25	4.830
600249	2022-01-26	4.900
600250	2022-01-25	5.760
600250	2022-01-26	5.400
600251	2022-01-25	8.070
600251	2022-01-26	8.000
600252	2022-01-25	3.270
600252	2022-01-26	3.170
600255	2022-01-25	2.580
600255	2022-01-26	2.590
600256	2022-01-25	6.140
600256	2022-01-26	6.220
600257	2022-01-25	5.990
600257	2022-01-26	5.960
600258	2022-01-25	27.090
600258	2022-01-26	26.600
600259	2022-01-25	44.080
600259	2022-01-26	45.060
600260	2022-01-25	2.330
600260	2022-01-26	2.210
600261	2022-01-25	3.840
600261	2022-01-26	3.900
600262	2022-01-25	19.200
600262	2022-01-26	19.040
600265	2022-01-25	18.820
600265	2022-01-26	18.860
600266	2022-01-25	4.390
600266	2022-01-26	4.400
600267	2022-01-25	14.490
600267	2022-01-26	14.270
600268	2022-01-25	8.720
600268	2022-01-26	8.900
600269	2022-01-25	3.310
600269	2022-01-26	3.330
600271	2022-01-25	13.450
600271	2022-01-26	13.290
600272	2022-01-25	10.670
600272	2022-01-26	9.660
600273	2022-01-25	9.950
600273	2022-01-26	10.060
600275	2022-01-25	2.390
600275	2022-01-26	2.420
600276	2022-01-25	42.820
600276	2022-01-26	42.090
600277	2022-01-25	4.730
600277	2022-01-26	4.640
600278	2022-01-25	7.480
600278	2022-01-26	7.510
600279	2022-01-25	3.740
600279	2022-01-26	3.780
600280	2022-01-25	2.800
600280	2022-01-26	2.810
600281	2022-01-25	5.190
600281	2022-01-26	5.210
600282	2022-01-25	3.710
600282	2022-01-26	3.780
600283	2022-01-25	12.480
600283	2022-01-26	12.330
600284	2022-01-25	6.080
600284	2022-01-26	6.250
600285	2022-01-25	13.590
600285	2022-01-26	13.530
600287	2022-01-25	4.460
600287	2022-01-26	4.650
600288	2022-01-25	14.970
600288	2022-01-26	15.000
600289	2022-01-25	3.790
600289	2022-01-26	3.840
600290	2022-01-25	2.470
600290	2022-01-26	2.500
600291	2022-01-25	5.480
600291	2022-01-26	5.210
600292	2022-01-25	7.190
600292	2022-01-26	7.110
600293	2022-01-25	3.510
600293	2022-01-26	3.500
600295	2022-01-25	21.880
600295	2022-01-26	21.950
600297	2022-01-25	2.520
600297	2022-01-26	2.530
600298	2022-01-25	57.140
600298	2022-01-26	57.620
600299	2022-01-25	11.330
600299	2022-01-26	11.290
600300	2022-01-25	3.810
600300	2022-01-26	3.900
600301	2022-01-25	12.710
600301	2022-01-26	12.600
600302	2022-01-25	4.540
600302	2022-01-26	4.690
600303	2022-01-25	4.870
600303	2022-01-26	4.820
600305	2022-01-25	13.470
600305	2022-01-26	13.630
600306	2022-01-25	16.300
600306	2022-01-26	16.280
600307	2022-01-25	2.130
600307	2022-01-26	2.160
600308	2022-01-25	5.630
600308	2022-01-26	5.680
600309	2022-01-25	90.600
600309	2022-01-26	91.400
600310	2022-01-25	4.750
600310	2022-01-26	4.750
600311	2022-01-25	1.680
600311	2022-01-26	1.690
600312	2022-01-25	8.480
600312	2022-01-26	8.860
600313	2022-01-25	4.880
600313	2022-01-26	4.920
600315	2022-01-25	41.300
600315	2022-01-26	41.300
600316	2022-01-25	31.830
600316	2022-01-26	31.680
600318	2022-01-25	10.300
600318	2022-01-26	10.700
600319	2022-01-25	5.270
600319	2022-01-26	5.340
600320	2022-01-25	3.540
600320	2022-01-26	3.570
600321	2022-01-25	1.930
600321	2022-01-26	1.950
600322	2022-01-25	2.030
600322	2022-01-26	2.120
600323	2022-01-25	20.700
600323	2022-01-26	20.780
600325	2022-01-25	6.470
600325	2022-01-26	6.470
600326	2022-01-25	6.220
600326	2022-01-26	6.220
600327	2022-01-25	5.330
600327	2022-01-26	5.460
600328	2022-01-25	15.100
600328	2022-01-26	15.180
600329	2022-01-25	26.590
600329	2022-01-26	26.190
600330	2022-01-25	13.390
600330	2022-01-26	13.890
