Stkcd	Trddt	Clsprc
002599	2022-01-26	5.510
002600	2022-01-25	6.220
002600	2022-01-26	6.260
002601	2022-01-25	25.360
002601	2022-01-26	25.420
002602	2022-01-25	7.400
002602	2022-01-26	7.330
002603	2022-01-25	20.800
002603	2022-01-26	20.300
002605	2022-01-25	25.800
002605	2022-01-26	25.500
002606	2022-01-25	10.960
002606	2022-01-26	10.900
002607	2022-01-25	6.670
002607	2022-01-26	6.700
002608	2022-01-25	6.050
002608	2022-01-26	6.150
002609	2022-01-25	10.560
002609	2022-01-26	10.850
002610	2022-01-25	3.700
002610	2022-01-26	3.600
002611	2022-01-25	4.920
002611	2022-01-26	5.240
002612	2022-01-25	25.830
002612	2022-01-26	25.860
002613	2022-01-25	3.780
002613	2022-01-26	3.850
002614	2022-01-25	11.810
002614	2022-01-26	11.770
002615	2022-01-25	5.310
002615	2022-01-26	5.350
002616	2022-01-25	5.240
002616	2022-01-26	5.270
002617	2022-01-25	12.920
002617	2022-01-26	12.920
002618	2022-01-25	2.450
002618	2022-01-26	2.470
002619	2022-01-25	1.290
002619	2022-01-26	1.230
002620	2022-01-25	5.640
002620	2022-01-26	5.780
002621	2022-01-25	3.730
002621	2022-01-26	3.710
002622	2022-01-25	3.620
002622	2022-01-26	3.690
002623	2022-01-25	28.150
002623	2022-01-26	28.760
002624	2022-01-25	13.870
002624	2022-01-26	13.660
002625	2022-01-25	19.240
002625	2022-01-26	21.160
002626	2022-01-25	28.090
002626	2022-01-26	27.600
002627	2022-01-25	5.780
002627	2022-01-26	5.820
002628	2022-01-25	3.460
002628	2022-01-26	3.610
002629	2022-01-25	3.530
002629	2022-01-26	3.660
002630	2022-01-25	2.120
002630	2022-01-26	2.160
002631	2022-01-25	6.370
002631	2022-01-26	6.560
002632	2022-01-25	6.680
002632	2022-01-26	6.670
002633	2022-01-25	8.010
002633	2022-01-26	8.810
002634	2022-01-25	5.940
002634	2022-01-26	5.950
002635	2022-01-25	14.120
002635	2022-01-26	14.190
002636	2022-01-25	11.840
002636	2022-01-26	12.010
002637	2022-01-25	17.570
002637	2022-01-26	17.910
002638	2022-01-25	1.810
002638	2022-01-26	1.830
002639	2022-01-25	11.000
002639	2022-01-26	10.970
002640	2022-01-25	3.080
002640	2022-01-26	3.230
002641	2022-01-25	5.300
002641	2022-01-26	5.370
002642	2022-01-25	6.700
002642	2022-01-26	6.540
002643	2022-01-25	20.700
002643	2022-01-26	21.520
002644	2022-01-25	8.400
002644	2022-01-26	8.250
002645	2022-01-25	22.960
002645	2022-01-26	23.210
002646	2022-01-25	18.030
002646	2022-01-26	17.840
002647	2022-01-25	8.510
002647	2022-01-26	8.650
002648	2022-01-25	43.560
002648	2022-01-26	43.500
002649	2022-01-25	13.300
002649	2022-01-26	13.520
002650	2022-01-25	5.260
002650	2022-01-26	5.230
002651	2022-01-25	10.280
002651	2022-01-26	10.290
002652	2022-01-25	3.380
002652	2022-01-26	3.410
002653	2022-01-25	18.500
002653	2022-01-26	17.970
002654	2022-01-25	4.620
002654	2022-01-26	5.080
002655	2022-01-25	14.930
002655	2022-01-26	14.870
002656	2022-01-25	3.000
002656	2022-01-26	2.870
002657	2022-01-25	13.010
002657	2022-01-26	12.720
002658	2022-01-25	8.030
002658	2022-01-26	7.950
002659	2022-01-25	3.680
002659	2022-01-26	3.810
002660	2022-01-25	7.920
002660	2022-01-26	7.860
002661	2022-01-25	10.480
002661	2022-01-26	10.580
002662	2022-01-25	3.670
002662	2022-01-26	3.740
002663	2022-01-25	1.810
002663	2022-01-26	1.870
002664	2022-01-25	16.640
002664	2022-01-26	16.700
002665	2022-01-25	3.610
002665	2022-01-26	3.690
002666	2022-01-25	4.960
002666	2022-01-26	4.990
002667	2022-01-25	12.330
002667	2022-01-26	12.520
002668	2022-01-25	5.380
002668	2022-01-26	5.350
002669	2022-01-25	13.310
002669	2022-01-26	14.000
002670	2022-01-25	8.870
002670	2022-01-26	8.950
002671	2022-01-25	4.560
002671	2022-01-26	4.670
002672	2022-01-25	6.940
002672	2022-01-26	6.930
002673	2022-01-25	7.580
002673	2022-01-26	7.670
002674	2022-01-25	10.390
002674	2022-01-26	10.590
002675	2022-01-25	14.000
002675	2022-01-26	13.830
002676	2022-01-25	4.480
002676	2022-01-26	4.410
002677	2022-01-25	17.120
002677	2022-01-26	17.000
002678	2022-01-25	6.510
002678	2022-01-26	6.550
002679	2022-01-25	11.510
002679	2022-01-26	11.610
002681	2022-01-25	3.610
002681	2022-01-26	3.670
002682	2022-01-25	4.880
002682	2022-01-26	4.860
002683	2022-01-25	26.970
002683	2022-01-26	26.710
002684	2022-01-25	3.950
002684	2022-01-26	3.960
002685	2022-01-25	3.350
002685	2022-01-26	3.230
002686	2022-01-25	5.890
002686	2022-01-26	5.860
002687	2022-01-25	6.750
002687	2022-01-26	6.850
002688	2022-01-25	5.540
002688	2022-01-26	5.590
002689	2022-01-25	3.180
002689	2022-01-26	3.240
002690	2022-01-25	34.750
002690	2022-01-26	34.780
002691	2022-01-25	4.760
002691	2022-01-26	4.780
002692	2022-01-25	3.090
002692	2022-01-26	3.130
002693	2022-01-25	4.330
002693	2022-01-26	4.370
002694	2022-01-25	4.740
002694	2022-01-26	4.400
002695	2022-01-25	13.290
002695	2022-01-26	13.380
002696	2022-01-25	5.530
002696	2022-01-26	5.500
002697	2022-01-25	5.080
002697	2022-01-26	5.100
002698	2022-01-25	11.660
002698	2022-01-26	11.680
002699	2022-01-25	5.740
002699	2022-01-26	5.710
002700	2022-01-25	3.880
002700	2022-01-26	3.950
002701	2022-01-25	5.980
002701	2022-01-26	6.010
002702	2022-01-25	6.070
002702	2022-01-26	5.930
002703	2022-01-25	5.440
002703	2022-01-26	5.640
002705	2022-01-25	22.080
002705	2022-01-26	21.690
002706	2022-01-25	16.450
002706	2022-01-26	16.200
002707	2022-01-25	7.240
002707	2022-01-26	6.830
002708	2022-01-25	6.060
002708	2022-01-26	6.430
002709	2022-01-25	98.860
002709	2022-01-26	98.080
002712	2022-01-25	4.760
002712	2022-01-26	4.880
002713	2022-01-25	6.060
002713	2022-01-26	6.350
002714	2022-01-25	52.000
002714	2022-01-26	54.350
002715	2022-01-25	12.420
002715	2022-01-26	12.560
002716	2022-01-25	3.070
002716	2022-01-26	2.970
002717	2022-01-25	4.520
002717	2022-01-26	4.070
002718	2022-01-25	12.310
002718	2022-01-26	12.740
002719	2022-01-25	9.000
002719	2022-01-26	8.830
002721	2022-01-25	3.720
002721	2022-01-26	4.090
002722	2022-01-25	14.930
002722	2022-01-26	15.010
002723	2022-01-25	20.040
002723	2022-01-26	18.040
002724	2022-01-25	14.670
002724	2022-01-26	14.400
002725	2022-01-25	8.960
002725	2022-01-26	8.870
002726	2022-01-25	9.310
002726	2022-01-26	9.190
002727	2022-01-25	31.300
002727	2022-01-26	30.110
002728	2022-01-25	14.880
002728	2022-01-26	14.960
002729	2022-01-25	45.990
002729	2022-01-26	45.610
002730	2022-01-25	9.970
002730	2022-01-26	10.140
002731	2022-01-25	9.930
002731	2022-01-26	9.730
002732	2022-01-25	23.760
002732	2022-01-26	23.980
002733	2022-01-25	17.240
002733	2022-01-26	17.560
002734	2022-01-25	12.700
002734	2022-01-26	13.160
002735	2022-01-25	21.990
002735	2022-01-26	22.300
002736	2022-01-25	11.170
002736	2022-01-26	11.310
002737	2022-01-25	14.270
002737	2022-01-26	14.230
002738	2022-01-25	62.150
002738	2022-01-26	61.790
002739	2022-01-25	14.360
002739	2022-01-26	14.500
002740	2022-01-25	4.260
002740	2022-01-26	4.280
002741	2022-01-25	19.880
002741	2022-01-26	19.920
002742	2022-01-25	6.410
002742	2022-01-26	6.280
002743	2022-01-25	6.920
002743	2022-01-26	7.240
002745	2022-01-25	13.490
002745	2022-01-26	13.550
002746	2022-01-25	8.960
002746	2022-01-26	9.210
002747	2022-01-25	23.970
002747	2022-01-26	24.220
002748	2022-01-25	10.360
002748	2022-01-26	10.450
002749	2022-01-25	8.650
002749	2022-01-26	8.790
002750	2022-01-25	14.820
002750	2022-01-26	13.340
002751	2022-01-25	18.630
002751	2022-01-26	18.580
002752	2022-01-25	5.800
002752	2022-01-26	5.850
002753	2022-01-25	8.650
002753	2022-01-26	8.800
002755	2022-01-25	11.300
002755	2022-01-26	11.300
002756	2022-01-25	117.190
002756	2022-01-26	116.400
002757	2022-01-25	15.020
002757	2022-01-26	15.040
002758	2022-01-25	10.930
002758	2022-01-26	10.850
002759	2022-01-25	24.890
002759	2022-01-26	25.020
002760	2022-01-25	22.410
002760	2022-01-26	22.470
002761	2022-01-25	7.680
002761	2022-01-26	7.890
002762	2022-01-25	9.190
002762	2022-01-26	9.300
002763	2022-01-25	8.890
002763	2022-01-26	9.130
002765	2022-01-25	7.870
002765	2022-01-26	7.660
002766	2022-01-25	5.630
002766	2022-01-26	5.690
002767	2022-01-25	12.470
002767	2022-01-26	12.830
002768	2022-01-25	26.450
002768	2022-01-26	26.330
002769	2022-01-25	6.570
002769	2022-01-26	7.000
002770	2022-01-25	2.700
002770	2022-01-26	2.790
002771	2022-01-25	10.340
002771	2022-01-26	10.430
002772	2022-01-25	7.500
002772	2022-01-26	7.570
002773	2022-01-25	17.720
002773	2022-01-26	17.800
002774	2022-01-25	7.720
002774	2022-01-26	8.190
002775	2022-01-25	3.720
002775	2022-01-26	3.810
002776	2022-01-25	2.690
002776	2022-01-26	2.650
002777	2022-01-25	22.820
002777	2022-01-26	23.180
002778	2022-01-25	17.600
002778	2022-01-26	17.760
002779	2022-01-25	16.650
002779	2022-01-26	17.900
002780	2022-01-25	15.840
002780	2022-01-26	16.160
002781	2022-01-25	6.310
002781	2022-01-26	6.370
002782	2022-01-25	13.240
002782	2022-01-26	13.340
002783	2022-01-25	9.500
002783	2022-01-26	9.920
002785	2022-01-25	26.280
002785	2022-01-26	25.700
002786	2022-01-25	6.450
002786	2022-01-26	6.500
002787	2022-01-25	5.710
002787	2022-01-26	5.800
002788	2022-01-25	7.400
002788	2022-01-26	7.520
002789	2022-01-25	12.850
002789	2022-01-26	12.980
002790	2022-01-25	8.010
002790	2022-01-26	7.960
002791	2022-01-25	169.250
002791	2022-01-26	168.100
002792	2022-01-25	14.970
002792	2022-01-26	15.100
002793	2022-01-25	9.220
002793	2022-01-26	9.050
002795	2022-01-25	10.880
002795	2022-01-26	11.060
002796	2022-01-25	7.290
002796	2022-01-26	8.020
002797	2022-01-25	6.590
002797	2022-01-26	6.710
002798	2022-01-25	13.160
002798	2022-01-26	13.410
002799	2022-01-25	11.400
002799	2022-01-26	11.360
002800	2022-01-25	13.600
002800	2022-01-26	13.810
002801	2022-01-25	18.650
002801	2022-01-26	18.740
002802	2022-01-25	22.690
002802	2022-01-26	22.980
002803	2022-01-25	19.060
002803	2022-01-26	19.460
002805	2022-01-25	33.880
002805	2022-01-26	32.800
002806	2022-01-25	13.080
002806	2022-01-26	12.670
002807	2022-01-25	3.940
002807	2022-01-26	4.000
002808	2022-01-25	7.600
002808	2022-01-26	7.640
002809	2022-01-25	9.720
002809	2022-01-26	9.930
002810	2022-01-25	53.490
002810	2022-01-26	53.290
002811	2022-01-25	8.370
002811	2022-01-26	8.390
002812	2022-01-25	261.150
002812	2022-01-26	264.590
002815	2022-01-25	15.880
002815	2022-01-26	16.120
002816	2022-01-25	15.910
002816	2022-01-26	16.240
002817	2022-01-25	11.280
002817	2022-01-26	10.960
002818	2022-01-25	12.150
002818	2022-01-26	12.160
002819	2022-01-25	33.830
002819	2022-01-26	33.530
002820	2022-01-25	9.600
002820	2022-01-26	9.700
002821	2022-01-25	349.000
002821	2022-01-26	333.550
002822	2022-01-25	5.470
002822	2022-01-26	5.780
002823	2022-01-25	9.710
002823	2022-01-26	9.860
002824	2022-01-25	40.720
002824	2022-01-26	42.710
002825	2022-01-25	17.680
002825	2022-01-26	18.020
002826	2022-01-25	9.760
002826	2022-01-26	9.850
002827	2022-01-25	9.930
002827	2022-01-26	10.300
002828	2022-01-25	7.900
002828	2022-01-26	8.040
002829	2022-01-25	38.290
002829	2022-01-26	39.160
002830	2022-01-25	12.020
002830	2022-01-26	13.220
002831	2022-01-25	32.580
002831	2022-01-26	33.120
002832	2022-01-25	23.530
002832	2022-01-26	23.700
002833	2022-01-25	28.870
002833	2022-01-26	27.580
002835	2022-01-25	12.930
002835	2022-01-26	12.580
002836	2022-01-25	8.970
002836	2022-01-26	9.140
002837	2022-01-25	35.370
002837	2022-01-26	36.490
002838	2022-01-25	14.130
002838	2022-01-26	14.360
002839	2022-01-25	6.360
002839	2022-01-26	6.370
002840	2022-01-25	17.980
002840	2022-01-26	16.600
002841	2022-01-25	72.820
002841	2022-01-26	72.380
002842	2022-01-25	8.980
002842	2022-01-26	9.050
002843	2022-01-25	10.290
002843	2022-01-26	10.410
002845	2022-01-25	27.200
002845	2022-01-26	27.360
002846	2022-01-25	7.180
002846	2022-01-26	7.190
002847	2022-01-25	68.040
002847	2022-01-26	68.500
002848	2022-01-25	8.530
002848	2022-01-26	8.630
002849	2022-01-25	12.590
002849	2022-01-26	13.000
002850	2022-01-25	154.790
002850	2022-01-26	156.710
002851	2022-01-25	29.800
002851	2022-01-26	29.880
002852	2022-01-25	13.450
002852	2022-01-26	13.490
002853	2022-01-25	14.780
002853	2022-01-26	15.070
002855	2022-01-25	8.510
002855	2022-01-26	8.650
002856	2022-01-25	14.040
002856	2022-01-26	13.110
002857	2022-01-25	14.970
002857	2022-01-26	14.800
002858	2022-01-25	16.390
002858	2022-01-26	16.380
002859	2022-01-25	32.770
002859	2022-01-26	33.380
002860	2022-01-25	21.870
002860	2022-01-26	20.130
002861	2022-01-25	12.090
002861	2022-01-26	12.170
002862	2022-01-25	12.640
002862	2022-01-26	12.550
002863	2022-01-25	5.270
002863	2022-01-26	5.350
002864	2022-01-25	25.890
002864	2022-01-26	25.880
002865	2022-01-25	65.660
002865	2022-01-26	69.690
002866	2022-01-25	12.010
002866	2022-01-26	12.110
002867	2022-01-25	18.260
002867	2022-01-26	17.960
002868	2022-01-25	10.090
002868	2022-01-26	10.090
002869	2022-01-25	15.190
002869	2022-01-26	15.120
002870	2022-01-25	33.510
002870	2022-01-26	35.580
002871	2022-01-25	9.700
002871	2022-01-26	10.100
002872	2022-01-25	4.960
002872	2022-01-26	5.210
002873	2022-01-25	18.870
002873	2022-01-26	18.760
002875	2022-01-25	9.580
002875	2022-01-26	9.400
002876	2022-01-25	54.060
002876	2022-01-26	53.900
002877	2022-01-25	6.390
002877	2022-01-26	6.660
002878	2022-01-25	19.380
002878	2022-01-26	19.190
002879	2022-01-25	24.000
002879	2022-01-26	23.700
002880	2022-01-25	28.690
002880	2022-01-26	28.980
002881	2022-01-25	40.430
002881	2022-01-26	38.780
002882	2022-01-25	9.990
002882	2022-01-26	10.280
002883	2022-01-25	10.890
002883	2022-01-26	11.100
002884	2022-01-25	23.460
002884	2022-01-26	23.700
002885	2022-01-25	19.480
002885	2022-01-26	20.210
002886	2022-01-25	26.630
002886	2022-01-26	26.700
002887	2022-01-25	9.120
002887	2022-01-26	9.240
002888	2022-01-25	11.980
002888	2022-01-26	12.230
002889	2022-01-25	24.810
002889	2022-01-26	25.020
002890	2022-01-25	16.140
002890	2022-01-26	16.300
002891	2022-01-25	26.330
002891	2022-01-26	26.160
002892	2022-01-25	24.070
002892	2022-01-26	24.220
002893	2022-01-25	8.060
002893	2022-01-26	8.140
002895	2022-01-25	23.210
002895	2022-01-26	22.470
002896	2022-01-25	21.580
002896	2022-01-26	21.660
002897	2022-01-25	41.230
002897	2022-01-26	40.590
002898	2022-01-25	11.930
002898	2022-01-26	11.360
002899	2022-01-25	13.660
002899	2022-01-26	13.790
002900	2022-01-25	15.680
002900	2022-01-26	15.950
002901	2022-01-25	46.810
002901	2022-01-26	47.280
002902	2022-01-25	12.310
002902	2022-01-26	12.320
002903	2022-01-25	15.120
002903	2022-01-26	15.220
002905	2022-01-25	7.000
002905	2022-01-26	7.110
002906	2022-01-25	55.300
002906	2022-01-26	55.930
002907	2022-01-25	14.910
002907	2022-01-26	14.800
002908	2022-01-25	19.450
002908	2022-01-26	18.110
002909	2022-01-25	6.660
002909	2022-01-26	6.700
002910	2022-01-25	10.680
002910	2022-01-26	10.790
002911	2022-01-25	9.970
002911	2022-01-26	10.320
002912	2022-01-25	31.120
002912	2022-01-26	29.250
002913	2022-01-25	69.110
002913	2022-01-26	68.080
002915	2022-01-25	24.620
002915	2022-01-26	25.180
002916	2022-01-25	113.850
002916	2022-01-26	116.210
002917	2022-01-25	13.500
002917	2022-01-26	14.090
002918	2022-01-25	25.120
002918	2022-01-26	25.110
002919	2022-01-25	32.600
002919	2022-01-26	33.510
002920	2022-01-25	141.000
002920	2022-01-26	144.880
002921	2022-01-25	17.490
002921	2022-01-26	17.720
002922	2022-01-25	16.410
002922	2022-01-26	16.770
002923	2022-01-25	20.590
002923	2022-01-26	20.630
002925	2022-01-25	30.520
002925	2022-01-26	30.360
002926	2022-01-25	9.290
002926	2022-01-26	9.360
002927	2022-01-25	11.000
002927	2022-01-26	11.150
002928	2022-01-25	13.390
002928	2022-01-26	12.390
002929	2022-01-25	33.430
002929	2022-01-26	33.680
002930	2022-01-25	22.000
002930	2022-01-26	22.020
002931	2022-01-25	13.270
002931	2022-01-26	13.270
002932	2022-01-25	79.130
002932	2022-01-26	78.300
002933	2022-01-25	34.950
002933	2022-01-26	35.360
002935	2022-01-25	32.610
002935	2022-01-26	34.660
002936	2022-01-25	3.110
002936	2022-01-26	3.110
002937	2022-01-25	22.370
002937	2022-01-26	22.360
002938	2022-01-25	37.670
002938	2022-01-26	37.700
002939	2022-01-25	12.110
002939	2022-01-26	12.370
002940	2022-01-25	37.750
002940	2022-01-26	38.300
002941	2022-01-25	11.510
002941	2022-01-26	11.900
002942	2022-01-25	17.450
002942	2022-01-26	17.890
002943	2022-01-25	32.710
002943	2022-01-26	33.360
002945	2022-01-25	14.450
002945	2022-01-26	15.520
002946	2022-01-25	14.500
002946	2022-01-26	14.450
002947	2022-01-25	31.770
002947	2022-01-26	32.480
002948	2022-01-25	4.130
002948	2022-01-26	4.160
002949	2022-01-25	19.260
002949	2022-01-26	18.690
002950	2022-01-25	13.790
002950	2022-01-26	13.830
002951	2022-01-25	11.730
002951	2022-01-26	11.220
002952	2022-01-25	15.390
002952	2022-01-26	15.710
002953	2022-01-25	15.020
002953	2022-01-26	15.410
002955	2022-01-25	22.110
002955	2022-01-26	22.320
002956	2022-01-25	15.880
002956	2022-01-26	15.980
002957	2022-01-25	19.130
002957	2022-01-26	19.140
002958	2022-01-25	3.840
002958	2022-01-26	3.830
002959	2022-01-25	57.600
002959	2022-01-26	53.580
002960	2022-01-25	49.100
002960	2022-01-26	50.980
002961	2022-01-25	20.650
002961	2022-01-26	21.050
002962	2022-01-25	11.630
002962	2022-01-26	11.700
002963	2022-01-25	16.250
002963	2022-01-26	16.710
002965	2022-01-25	23.230
002965	2022-01-26	23.630
002966	2022-01-25	6.850
002966	2022-01-26	6.940
002967	2022-01-25	24.090
002967	2022-01-26	23.910
002968	2022-01-25	35.800
002968	2022-01-26	35.630
002969	2022-01-25	5.320
002969	2022-01-26	5.410
002970	2022-01-25	36.230
002970	2022-01-26	36.380
002971	2022-01-25	19.850
002971	2022-01-26	20.020
002972	2022-01-25	17.620
002972	2022-01-26	17.620
002973	2022-01-25	14.760
002973	2022-01-26	14.910
002975	2022-01-25	56.970
002975	2022-01-26	58.600
002976	2022-01-25	21.720
002976	2022-01-26	22.100
002977	2022-01-25	73.800
002977	2022-01-26	72.560
002978	2022-01-25	40.010
002978	2022-01-26	39.940
002979	2022-01-25	25.600
002979	2022-01-26	25.690
002980	2022-01-25	30.800
002980	2022-01-26	30.300
002981	2022-01-25	21.710
002981	2022-01-26	20.850
002982	2022-01-25	44.580
002982	2022-01-26	45.620
002983	2022-01-25	20.410
002983	2022-01-26	20.740
002984	2022-01-25	30.050
002984	2022-01-26	31.450
002985	2022-01-25	87.400
002985	2022-01-26	88.080
002986	2022-01-25	36.270
002986	2022-01-26	36.260
002987	2022-01-25	42.860
002987	2022-01-26	42.110
002988	2022-01-25	16.740
002988	2022-01-26	16.600
002989	2022-01-25	22.800
002989	2022-01-26	22.990
002990	2022-01-25	30.700
002990	2022-01-26	31.670
002991	2022-01-25	62.720
002991	2022-01-26	61.960
002992	2022-01-25	11.830
002992	2022-01-26	11.930
002993	2022-01-25	35.710
002993	2022-01-26	33.920
002995	2022-01-25	28.830
002995	2022-01-26	29.170
002996	2022-01-25	13.150
002996	2022-01-26	13.240
002997	2022-01-25	15.730
002997	2022-01-26	15.700
002998	2022-01-25	7.890
002998	2022-01-26	7.950
002999	2022-01-25	6.590
002999	2022-01-26	6.690
003000	2022-01-25	9.400
003000	2022-01-26	9.620
003001	2022-01-25	23.430
003001	2022-01-26	23.400
003002	2022-01-25	16.150
003002	2022-01-26	17.770
003003	2022-01-25	10.270
003003	2022-01-26	10.420
003004	2022-01-25	25.130
003004	2022-01-26	25.230
003005	2022-01-25	33.380
003005	2022-01-26	34.740
003006	2022-01-25	15.620
003006	2022-01-26	15.800
003007	2022-01-25	17.090
003007	2022-01-26	17.690
003008	2022-01-25	27.160
003008	2022-01-26	27.650
003009	2022-01-25	54.090
003009	2022-01-26	53.120
003010	2022-01-25	19.630
003010	2022-01-26	19.850
003011	2022-01-25	34.300
003011	2022-01-26	35.150
003012	2022-01-25	12.740
003012	2022-01-26	13.030
003013	2022-01-25	19.720
003013	2022-01-26	19.860
003015	2022-01-25	10.820
003015	2022-01-26	10.890
003016	2022-01-25	9.750
003016	2022-01-26	9.860
003017	2022-01-25	35.240
003017	2022-01-26	35.320
003018	2022-01-25	10.220
003018	2022-01-26	10.310
003019	2022-01-25	28.340
003019	2022-01-26	28.290
003020	2022-01-25	47.340
003020	2022-01-26	46.160
003021	2022-01-25	64.440
003021	2022-01-26	62.410
003022	2022-01-25	28.720
003022	2022-01-26	29.190
003023	2022-01-25	25.220
003023	2022-01-26	25.500
003025	2022-01-25	29.700
003025	2022-01-26	30.320
003026	2022-01-25	62.700
003026	2022-01-26	62.900
003027	2022-01-25	22.530
003027	2022-01-26	22.800
003028	2022-01-25	38.680
003028	2022-01-26	39.350
003029	2022-01-25	27.210
003029	2022-01-26	24.490
003030	2022-01-25	23.250
003030	2022-01-26	23.370
003032	2022-01-25	16.600
003032	2022-01-26	16.550
003033	2022-01-25	26.680
003033	2022-01-26	26.630
003035	2022-01-25	7.040
003035	2022-01-26	7.110
003036	2022-01-25	11.260
003036	2022-01-26	11.180
003037	2022-01-25	10.570
003037	2022-01-26	10.470
003038	2022-01-25	62.480
003038	2022-01-26	60.850
003039	2022-01-25	25.300
003039	2022-01-26	25.470
003040	2022-01-25	26.620
003040	2022-01-26	25.270
003041	2022-01-25	21.030
003041	2022-01-26	21.460
003042	2022-01-25	39.360
003042	2022-01-26	37.200
003043	2022-01-25	70.540
003043	2022-01-26	70.290
003816	2022-01-25	2.880
003816	2022-01-26	2.910
300001	2022-01-25	20.570
300001	2022-01-26	20.690
300002	2022-01-25	5.830
300002	2022-01-26	5.700
300003	2022-01-25	22.000
300003	2022-01-26	21.700
300004	2022-01-25	6.010
300004	2022-01-26	6.120
300005	2022-01-25	8.300
300005	2022-01-26	8.290
300006	2022-01-25	5.390
300006	2022-01-26	5.350
300007	2022-01-25	22.550
300007	2022-01-26	22.750
300008	2022-01-25	4.650
300008	2022-01-26	4.560
300009	2022-01-25	10.510
300009	2022-01-26	10.540
300010	2022-01-25	3.670
300010	2022-01-26	3.650
300011	2022-01-25	6.300
300011	2022-01-26	6.350
300012	2022-01-25	21.570
300012	2022-01-26	21.570
300013	2022-01-25	3.940
300013	2022-01-26	4.000
300014	2022-01-25	97.770
300014	2022-01-26	99.020
300015	2022-01-25	33.750
300015	2022-01-26	33.320
300016	2022-01-25	7.960
300016	2022-01-26	7.980
300017	2022-01-25	6.250
300017	2022-01-26	6.220
300018	2022-01-25	7.130
300018	2022-01-26	7.270
300019	2022-01-25	19.030
300019	2022-01-26	19.900
300020	2022-01-25	9.480
300020	2022-01-26	9.350
300021	2022-01-25	5.400
300021	2022-01-26	5.650
300022	2022-01-25	5.380
300022	2022-01-26	5.510
300023	2022-01-25	5.860
300023	2022-01-26	5.930
300024	2022-01-25	10.420
300024	2022-01-26	10.580
300025	2022-01-25	4.280
300025	2022-01-26	4.450
300026	2022-01-25	6.550
300026	2022-01-26	6.400
300027	2022-01-25	3.510
300027	2022-01-26	3.530
300029	2022-01-25	6.910
300029	2022-01-26	6.680
300030	2022-01-25	8.820
300030	2022-01-26	8.830
300031	2022-01-25	22.130
300031	2022-01-26	22.020
300032	2022-01-25	6.010
300032	2022-01-26	6.000
300033	2022-01-25	125.410
300033	2022-01-26	130.120
300034	2022-01-25	45.570
300034	2022-01-26	45.020
300035	2022-01-25	31.520
300035	2022-01-26	32.530
300036	2022-01-25	25.540
300036	2022-01-26	25.180
300037	2022-01-25	99.760
300037	2022-01-26	98.290
300038	2022-01-25	1.860
300038	2022-01-26	1.880
300039	2022-01-25	5.590
300039	2022-01-26	6.710
300040	2022-01-25	8.260
300040	2022-01-26	8.410
300041	2022-01-25	16.880
300041	2022-01-26	17.000
300042	2022-01-25	15.680
300042	2022-01-26	15.000
300043	2022-01-25	3.490
300043	2022-01-26	3.570
300044	2022-01-25	2.990
300044	2022-01-26	3.020
300045	2022-01-25	9.760
300045	2022-01-26	9.790
300046	2022-01-25	20.320
300046	2022-01-26	20.600
300047	2022-01-25	11.200
300047	2022-01-26	10.230
300048	2022-01-25	6.640
300048	2022-01-26	6.970
300049	2022-01-25	11.790
300049	2022-01-26	11.700
300050	2022-01-25	4.270
300050	2022-01-26	4.350
300051	2022-01-25	5.000
300051	2022-01-26	5.220
300052	2022-01-25	25.600
300052	2022-01-26	25.360
300053	2022-01-25	8.600
300053	2022-01-26	8.680
300054	2022-01-25	21.020
300054	2022-01-26	21.360
300055	2022-01-25	10.900
300055	2022-01-26	10.950
300056	2022-01-25	7.230
300056	2022-01-26	7.010
300057	2022-01-25	8.310
300057	2022-01-26	8.350
300058	2022-01-25	9.280
300058	2022-01-26	9.250
300059	2022-01-25	31.720
300059	2022-01-26	32.680
300061	2022-01-25	8.720
300061	2022-01-26	8.590
300062	2022-01-25	9.950
300062	2022-01-26	9.980
300063	2022-01-25	4.640
300063	2022-01-26	4.600
300064	2022-01-25	1.490
300064	2022-01-26	1.490
300065	2022-01-25	13.180
300065	2022-01-26	13.460
300066	2022-01-25	4.430
300066	2022-01-26	4.480
300067	2022-01-25	3.930
300067	2022-01-26	3.980
300068	2022-01-25	11.350
300068	2022-01-26	10.910
300069	2022-01-25	20.900
300069	2022-01-26	20.860
300070	2022-01-25	6.700
300070	2022-01-26	6.730
300071	2022-01-25	2.470
300071	2022-01-26	2.510
300072	2022-01-25	7.600
300072	2022-01-26	8.050
300073	2022-01-25	86.280
300073	2022-01-26	86.790
300074	2022-01-25	3.880
300074	2022-01-26	4.070
300075	2022-01-25	26.330
300075	2022-01-26	23.270
300076	2022-01-25	5.110
300076	2022-01-26	5.180
300077	2022-01-25	20.710
300077	2022-01-26	20.600
300078	2022-01-25	7.110
300078	2022-01-26	6.640
300079	2022-01-25	7.850
300079	2022-01-26	7.950
300080	2022-01-25	5.110
300080	2022-01-26	4.770
300081	2022-01-25	12.350
300081	2022-01-26	12.250
300082	2022-01-25	12.900
300082	2022-01-26	13.100
300083	2022-01-25	12.850
300083	2022-01-26	12.540
300084	2022-01-25	4.960
300084	2022-01-26	4.990
300085	2022-01-25	15.340
300085	2022-01-26	14.730
300086	2022-01-25	6.630
300086	2022-01-26	6.460
300087	2022-01-25	24.330
300087	2022-01-26	24.450
300088	2022-01-25	10.830
